description,,,,,,,,
field,well_1,well_2,well_3,well_4,,,,
prueba,p1,p2,p3,p4,,,,
index,q_inj_w1,fluid_w1,q_inj_w2,fluid_w2,q_inj_w3,fluid_w3,q_inj_w4,fluid_w4
1,575,0,200,80,300,300,425,245
2,600,350,225,162,350,457,450,303
3,625,392,250,186,375,507,475,338
4,650,405,400,222,400,530,500,360
5,675,414,450,221,425,547,525,374
6,700,420,525,213,450,562,550,382
7,725,424,575,204,475,574,575,386
8,750,427,600,200,500,584,600,387
9,775,429,625,194,525,592,625,385
10,800,431,650,189,550,599,650,380
